edinet_code,sec_code,doc_id,filer_name,period_end,submit_date,doc_description
E02869,7552,S100YCH4,株式会社ハピネット,2026-03-31,2026-06-17,有価証券報告書－第58期(2025/04/01－2026/03/31)
E05466,3763,S100YD0F,株式会社プロシップ,2026-03-31,2026-06-17,有価証券報告書－第57期(2025/04/01－2026/03/31)
E05593,2488,S100YD1Z,ＪＴＰ株式会社,2026-03-31,2026-06-17,有価証券報告書－第39期(2025/04/01－2026/03/31)
E27016,4929,S100YCJ4,株式会社アジュバンホールディングス,2026-03-20,2026-06-17,有価証券報告書－第37期(2025/03/21－2026/03/20)
E03293,7554,S100YCYB,株式会社幸楽苑,2026-03-31,2026-06-17,有価証券報告書－第56期(2025/04/01－2026/03/31)
E01368,5952,S100YCUS,アマテイ株式会社,2026-03-31,2026-06-17,有価証券報告書－第85期(2025/04/01－2026/03/31)
E00774,4061,S100YCU0,デンカ株式会社,2026-03-31,2026-06-17,有価証券報告書－第167期(2025/04/01－2026/03/31)
E00467,250A,S100YCRS,シマダヤ株式会社,2026-03-31,2026-06-17,有価証券報告書－第71期(2025/04/01－2026/03/31)
E03611,8309,S100YBGM,三井住友トラストグループ株式会社,2026-03-31,2026-06-17,有価証券報告書－第15期(2025/04/01－2026/03/31)
E04357,9368,S100YCXZ,キムラユニティー株式会社,2026-03-31,2026-06-17,有価証券報告書－第55期(2025/04/01－2026/03/31)
E01084,5019,S100YCS3,出光興産株式会社,2026-03-31,2026-06-17,有価証券報告書－第111期(2025/04/01－2026/03/31)
E01730,6161,S100YCSO,株式会社エスティック,2026-03-20,2026-06-17,有価証券報告書－第33期(2025/03/21－2026/03/20)
E32967,9519,S100YD7F,株式会社レノバ,2026-03-31,2026-06-17,有価証券報告書－第27期(2025/04/01－2026/03/31)
E23820,8600,S100YAZU,トモニホールディングス株式会社,2026-03-31,2026-06-17,有価証券報告書－第16期(2025/04/01－2026/03/31)
E04775,8585,S100YCKH,株式会社オリエントコーポレーション,2026-03-31,2026-06-17,有価証券報告書－第66期(2025/04/01－2026/03/31)
E27281,3284,S100YB28,株式会社フージャースホールディングス,2026-03-31,2026-06-17,有価証券報告書－第13期(2025/04/01－2026/03/31)
E01469,6013,S100YB3J,株式会社タクマ,2026-03-31,2026-06-17,有価証券報告書－第122期(2025/04/01－2026/03/31)
E02423,7917,S100YAZH,ＺＡＣＲＯＳ株式会社,2026-03-31,2026-06-17,有価証券報告書－第96期(2025/04/01－2026/03/31)
E38645,5576,S100YC6U,株式会社オービーシステム,2026-03-31,2026-06-17,有価証券報告書－第54期(2025/04/01－2026/03/31)
E22509,7775,S100YCII,大研医器株式会社,2026-03-31,2026-06-17,有価証券報告書－第58期(2025/04/01－2026/03/31)
E24545,9413,S100YCRR,株式会社テレビ東京ホールディングス,2026-03-31,2026-06-17,有価証券報告書－第16期(2025/04/01－2026/03/31)
E02998,3036,S100YCV6,アルコニックス株式会社,2026-03-31,2026-06-17,有価証券報告書－第45期(2025/04/01－2026/03/31)
E01888,6988,S100YCAR,日東電工株式会社,2026-03-31,2026-06-17,有価証券報告書－第161期(2025/04/01－2026/03/31)
E02195,7241,S100YCHA,フタバ産業株式会社,2026-03-31,2026-06-17,有価証券報告書－第112期(2025/04/01－2026/03/31)
E02380,7313,S100YCXB,テイ・エス　テック株式会社,2026-03-31,2026-06-17,有価証券報告書－第80期(2025/04/01－2026/03/31)
E03602,8399,S100YCM2,株式会社琉球銀行,2026-03-31,2026-06-17,有価証券報告書－第110期(2025/04/01－2026/03/31)
E03971,8871,S100YCU8,株式会社ゴールドクレスト,2026-03-31,2026-06-17,有価証券報告書－第35期(2025/04/01－2026/03/31)
E02475,6460,S100YD3K,セガサミーホールディングス株式会社,2026-03-31,2026-06-17,有価証券報告書－第22期(2025/04/01－2026/03/31)
E03176,9828,S100YCXM,株式会社Ｇｅｎｋｉ　Ｇｌｏｂａｌ　Ｄｉｎｉｎｇ　Ｃｏｎｃｅｐｔｓ,2026-03-31,2026-06-17,有価証券報告書－第47期(2025/04/01－2026/03/31)
E01060,4973,S100YD8M,日本高純度化学株式会社,2026-03-31,2026-06-17,有価証券報告書－第55期(2025/04/01－2026/03/31)
E04147,9020,S100YC7N,東日本旅客鉄道株式会社,2026-03-31,2026-06-17,有価証券報告書－第39期(2025/04/01－2026/03/31)
E01152,5208,S100YCDM,株式会社有沢製作所,2026-03-31,2026-06-17,有価証券報告書－第78期(2025/04/01－2026/03/31)
E05691,2152,S100YD0S,幼児活動研究会株式会社,2026-03-31,2026-06-17,有価証券報告書－第54期(2025/04/01－2026/03/31)
E02394,7966,S100YBFC,リンテック株式会社,2026-03-31,2026-06-17,有価証券報告書－第132期(2025/04/01－2026/03/31)
E32069,2296,S100YCXD,伊藤ハム米久ホールディングス株式会社,2026-03-31,2026-06-17,有価証券報告書－第10期(2025/04/01－2026/03/31)
E04861,9682,S100YCT4,株式会社ＤＴＳ,2026-03-31,2026-06-17,有価証券報告書－第54期(2025/04/01－2026/03/31)
E04233,3232,S100YCX4,三重交通グループホールディングス株式会社,2026-03-31,2026-06-17,有価証券報告書－第20期(2025/04/01－2026/03/31)
E02408,7949,S100YAOG,小松ウオール工業株式会社,2026-03-31,2026-06-17,有価証券報告書－第59期(2025/04/01－2026/03/31)
E00852,4362,S100YCCG,日本精化株式会社,2026-03-31,2026-06-17,有価証券報告書－第158期(2025/04/01－2026/03/31)
E23924,8630,S100YC6Z,ＳＯＭＰＯホールディングス株式会社,2026-03-31,2026-06-17,有価証券報告書－第16期(2025/04/01－2026/03/31)
E00829,7871,S100YCP7,フクビ化学工業株式会社,2026-03-31,2026-06-17,有価証券報告書－第92期(2025/04/01－2026/03/31)
E03733,8737,S100YBUN,株式会社あかつき本社,2026-03-31,2026-06-17,有価証券報告書－第76期(2025/04/01－2026/03/31)
E01601,6472,S100Y8YZ,ＮＴＮ株式会社,2026-03-31,2026-06-17,有価証券報告書－第127期(2025/04/01－2026/03/31)
E02980,7837,S100YDAM,株式会社アールシーコア,2026-03-31,2026-06-17,有価証券報告書－第41期(2025/04/01－2026/03/31)
E00811,4114,S100YBP7,株式会社日本触媒,2026-03-31,2026-06-17,有価証券報告書－第114期(2025/04/01－2026/03/31)
E00919,4502,S100YB5L,武田薬品工業株式会社,2026-03-31,2026-06-17,有価証券報告書－第149期(2025/04/01－2026/03/31)
E01108,7282,S100YC23,豊田合成株式会社,2026-03-31,2026-06-17,有価証券報告書－第103期(2025/04/01－2026/03/31)
E03571,8358,S100YCW1,スルガ銀行株式会社,2026-03-31,2026-06-17,有価証券報告書－第215期(2025/04/01－2026/03/31)
E00015,1333,S100YCK1,Ｕｍｉｏｓ株式会社,2026-03-31,2026-06-17,有価証券報告書－第82期(2025/04/01－2026/03/31)
E01317,5938,S100YD5L,株式会社ＬＩＸＩＬ,2026-03-31,2026-06-17,有価証券報告書－第84期(2025/04/01－2026/03/31)
E01806,6516,S100YCEQ,山洋電気株式会社,2026-03-31,2026-06-17,有価証券報告書－第124期(2025/04/01－2026/03/31)
E01233,5632,S100YCQQ,三菱製鋼株式会社,2026-03-31,2026-06-17,有価証券報告書－第102期(2025/04/01－2026/03/31)
E05714,8729,S100YCL0,ソニーフィナンシャルグループ株式会社,2026-03-31,2026-06-17,有価証券報告書－第22期(2025/04/01－2026/03/31)
E33050,7940,S100YDAF,ウェーブロックホールディングス株式会社,2026-03-31,2026-06-17,有価証券報告書－第63期(2025/04/01－2026/03/31)
E00183,1979,S100YCPQ,株式会社大気社,2026-03-31,2026-06-17,有価証券報告書－第81期(2025/04/01－2026/03/31)
E00830,4216,S100YDDN,旭有機材株式会社,2026-03-31,2026-06-17,有価証券報告書－第105期(2025/04/01－2026/03/31)
E01019,4951,S100YD9M,エステー株式会社,2026-03-31,2026-06-17,有価証券報告書－第79期(2025/04/01－2026/03/31)
E00486,2815,S100YDGM,アリアケジャパン株式会社,2026-03-31,2026-06-17,有価証券報告書－第48期(2025/04/01－2026/03/31)
E02827,7466,S100YCR6,ＳＰＫ株式会社,2026-03-31,2026-06-18,有価証券報告書－第155期(2025/04/01－2026/03/31)
E00872,3401,S100YCMK,帝人株式会社,2026-03-31,2026-06-18,有価証券報告書－第160期(2025/04/01－2026/03/31)
E03652,8522,S100YCZ0,株式会社　名古屋銀行,2026-03-31,2026-06-18,有価証券報告書－第108期(2025/04/01－2026/03/31)
E01717,6834,S100YB9C,株式会社　精工技研,2026-03-31,2026-06-18,有価証券報告書－第54期(2025/04/01－2026/03/31)
E02246,7215,S100YEJ6,株式会社ファルテック,2026-03-31,2026-06-18,有価証券報告書－第22期(2025/04/01－2026/03/31)
E04427,4839,S100YDWH,株式会社ＷＯＷＯＷ,2026-03-31,2026-06-18,有価証券報告書－第42期(2025/04/01－2026/03/31)
E01231,5406,S100YCDA,株式会社　神戸製鋼所,2026-03-31,2026-06-18,有価証券報告書－第173期(2025/04/01－2026/03/31)
E32801,6539,S100YEG1,株式会社ＭＳ－Ｊａｐａｎ,2026-03-31,2026-06-18,有価証券報告書－第36期(2025/04/01－2026/03/31)
E01569,6366,S100YEDH,千代田化工建設株式会社,2026-03-31,2026-06-18,有価証券報告書－第98期(2025/04/01－2026/03/31)
E02247,7214,S100YE26,ＧＭＢ株式会社,2026-03-31,2026-06-18,有価証券報告書－第64期(2025/04/01－2026/03/31)
E02105,7213,S100YCPI,レシップホールディングス株式会社,2026-03-31,2026-06-18,有価証券報告書－第74期(2025/04/01－2026/03/31)
E05167,4828,S100YD7D,ビジネスエンジニアリング株式会社,2026-03-31,2026-06-18,有価証券報告書－第47期(2025/04/01－2026/03/31)
E02410,6413,S100YE4Y,理想科学工業株式会社,2026-03-31,2026-06-18,有価証券報告書－第72期(2025/04/01－2026/03/31)
E00410,409A,S100YE88,オリオンビール株式会社,2026-03-31,2026-06-18,有価証券報告書－第69期(2025/04/01－2026/03/31)
E04322,9353,S100YDSZ,櫻島埠頭株式会社,2026-03-31,2026-06-18,有価証券報告書－第84期(2025/04/01－2026/03/31)
E00985,4569,S100YDHG,杏林製薬株式会社,2026-03-31,2026-06-18,有価証券報告書－第68期(2025/04/01－2026/03/31)
E31336,3908,S100YEB9,株式会社コラボス,2026-03-31,2026-06-18,有価証券報告書－第25期(2025/04/01－2026/03/31)
E03519,3088,S100YD1I,株式会社マツキヨココカラ＆カンパニー,2026-03-31,2026-06-18,有価証券報告書－第19期(2025/04/01－2026/03/31)
E01968,6946,S100YDXW,日本アビオニクス株式会社,2026-03-31,2026-06-18,有価証券報告書－第76期(2025/04/01－2026/03/31)
E00120,1852,S100YD5O,株式会社淺沼組,2026-03-31,2026-06-18,有価証券報告書－第91期(2025/04/01－2026/03/31)
E05312,2335,S100YCVG,株式会社キューブシステム,2026-03-31,2026-06-18,有価証券報告書－第54期(2025/04/01－2026/03/31)
E00928,4512,S100YDBU,わかもと製薬株式会社,2026-03-31,2026-06-18,有価証券報告書－第131期(2025/04/01－2026/03/31)
E02782,9991,S100YD7I,ジェコス株式会社,2026-03-31,2026-06-18,有価証券報告書－第59期(2025/04/01－2026/03/31)
E26686,7161,S100YDEF,株式会社じもとホールディングス,2026-03-31,2026-06-18,有価証券報告書－第14期(2025/04/01－2026/03/31)
E03379,4337,S100YDQN,ぴあ株式会社,2026-03-31,2026-06-18,有価証券報告書－第53期(2025/04/01－2026/03/31)
E01777,6758,S100YE2C,ソニーグループ株式会社,2026-03-31,2026-06-18,有価証券報告書－第109期(2025/04/01－2026/03/31)
E05000,4689,S100YBXD,ＬＩＮＥヤフー株式会社,2026-03-31,2026-06-18,有価証券報告書－第31期(2025/04/01－2026/03/31)
E01765,6701,S100YBFV,日本電気株式会社,2026-03-31,2026-06-18,有価証券報告書－第188期(2025/04/01－2026/03/31)
E00970,4548,S100YDGT,生化学工業株式会社,2026-03-31,2026-06-18,有価証券報告書－第80期(2025/04/01－2026/03/31)
E01438,5988,S100YDNF,株式会社パイオラックス,2026-03-31,2026-06-18,有価証券報告書－第110期(2025/04/01－2026/03/31)
E02272,7733,S100YDN3,オリンパス株式会社,2026-03-31,2026-06-18,有価証券報告書－第158期(2025/04/01－2026/03/31)
E05694,3850,S100YBTF,株式会社エヌ・ティ・ティ・データ・イントラマート,2026-03-31,2026-06-18,有価証券報告書－第27期(2025/04/01－2026/03/31)
E01951,6652,S100YEDS,ＩＤＥＣ株式会社,2026-03-31,2026-06-18,有価証券報告書－第79期(2025/04/01－2026/03/31)
E05332,2359,S100YE3S,株式会社コア,2026-03-31,2026-06-18,有価証券報告書－第57期(2025/04/01－2026/03/31)
E01627,6382,S100YE9T,トリニティ工業株式会社,2026-03-31,2026-06-18,有価証券報告書－第92期(2025/04/01－2026/03/31)
E00949,4536,S100YDH1,参天製薬株式会社,2026-03-31,2026-06-18,有価証券報告書－第114期(2025/04/01－2026/03/31)
E37412,7384,S100YD0C,株式会社プロクレアホールディングス,2026-03-31,2026-06-18,有価証券報告書－第4期(2025/04/01－2026/03/31)
E04926,4665,S100YEAI,株式会社ダスキン,2026-03-31,2026-06-18,有価証券報告書－第64期(2025/04/01－2026/03/31)
E01657,6345,S100YBY2,株式会社アイチコーポレーション,2026-03-31,2026-06-18,有価証券報告書－第78期(2025/04/01－2026/03/31)
E01793,6770,S100YB8V,アルプスアルパイン株式会社,2026-03-31,2026-06-18,有価証券報告書－第93期(2025/04/01－2026/03/31)
E03622,8418,S100YE1V,株式会社山口フィナンシャルグループ,2026-03-31,2026-06-18,有価証券報告書－第20期(2025/04/01－2026/03/31)
E31748,6178,S100YE7T,日本郵政株式会社,2026-03-31,2026-06-18,有価証券報告書－第21期(2025/04/01－2026/03/31)
E02166,7267,S100YDD9,本田技研工業株式会社,2026-03-31,2026-06-18,有価証券報告書－第102期(2025/04/01－2026/03/31)
E31775,7182,S100Y9G1,株式会社ゆうちょ銀行,2026-03-31,2026-06-18,有価証券報告書－第20期(2025/04/01－2026/03/31)
E02833,7472,S100YC9S,株式会社鳥羽洋行,2026-03-31,2026-06-18,有価証券報告書－第77期(2025/04/01－2026/03/31)
E04988,4674,S100YDHC,株式会社クレスコ,2026-03-31,2026-06-18,有価証券報告書－第38期(2025/04/01－2026/03/31)
E31755,7181,S100YD29,株式会社かんぽ生命保険,2026-03-31,2026-06-18,有価証券報告書－第20期(2025/04/01－2026/03/31)
E01878,6841,S100YE3H,横河電機株式会社,2026-03-31,2026-06-18,有価証券報告書－第150期(2025/04/01－2026/03/31)
E02894,7600,S100YCSL,株式会社　日本エム・ディ・エム,2026-03-31,2026-06-18,有価証券報告書－第54期(2025/04/01－2026/03/31)
E00650,3878,S100YDU9,株式会社巴川コーポレーション,2026-03-31,2026-06-18,有価証券報告書－第167期(2025/04/01－2026/03/31)
E34699,7059,S100YDFZ,株式会社コプロ・ホールディングス,2026-03-31,2026-06-18,有価証券報告書－第20期(2025/04/01－2026/03/31)
E03472,3020,S100YDKO,アプライド株式会社,2026-03-31,2026-06-18,有価証券報告書－第44期(2025/04/01－2026/03/31)
E03202,9950,S100YDJ0,株式会社ハチバン,2026-03-20,2026-06-18,有価証券報告書－第56期(2025/03/21－2026/03/20)
E00961,4549,S100YD7R,栄研化学株式会社,2026-03-31,2026-06-18,有価証券報告書－第88期(2025/04/01－2026/03/31)
E03555,8336,S100YDFO,株式会社武蔵野銀行,2026-03-31,2026-06-18,有価証券報告書－第103期(2025/04/01－2026/03/31)
E00473,2903,S100YE21,シノブフーズ株式会社,2026-03-31,2026-06-18,有価証券報告書－第56期(2025/04/01－2026/03/31)
E00572,3513,S100YE5G,イチカワ株式会社,2026-03-31,2026-06-18,有価証券報告書－第102期(2025/04/01－2026/03/31)
E02729,9889,S100YE6B,ＪＢＣＣホールディングス株式会社,2026-03-31,2026-06-18,有価証券報告書－第62期(2025/04/01－2026/03/31)
E03447,3352,S100YDDM,株式会社バッファロー,2026-03-31,2026-06-18,有価証券報告書－第44期(2025/04/01－2026/03/31)
E01518,6208,S100YDE9,株式会社石川製作所,2026-03-31,2026-06-18,有価証券報告書－第125期(2025/04/01－2026/03/31)
E00900,4619,S100YDP5,日本特殊塗料株式会社,2026-03-31,2026-06-18,有価証券報告書－第120期(2025/04/01－2026/03/31)
E00994,3553,S100YDOG,共和レザー株式会社,2026-03-31,2026-06-18,有価証券報告書－第128期(2025/04/01－2026/03/31)
E01330,5741,S100YCV0,株式会社ＵＡＣＪ,2026-03-31,2026-06-18,有価証券報告書－第13期(2025/04/01－2026/03/31)
E04110,9031,S100YAAB,西日本鉄道株式会社,2026-03-31,2026-06-18,有価証券報告書－第186期(2025/04/01－2026/03/31)
E01599,6463,S100YDSL,ＴＰＲ株式会社,2026-03-31,2026-06-18,有価証券報告書－第93期(2025/04/01－2026/03/31)
E02534,8018,S100YBCW,三共生興株式会社,2026-03-31,2026-06-18,有価証券報告書－第89期(2025/04/01－2026/03/31)
E00805,4109,S100YDCE,ステラケミファ株式会社,2026-03-31,2026-06-18,有価証券報告書－第83期(2025/04/01－2026/03/31)
E00097,1813,S100YDLY,株式会社不動テトラ,2026-03-31,2026-06-18,有価証券報告書－第80期(2025/04/01－2026/03/31)
E01336,5805,S100YE42,ＳＷＣＣ株式会社,2026-03-31,2026-06-18,有価証券報告書－第130期(2025/04/01－2026/03/31)
E00227,1952,S100YDMT,新日本空調株式会社,2026-03-31,2026-06-18,有価証券報告書－第57期(2025/04/01－2026/03/31)
E03552,8338,S100YDJN,株式会社筑波銀行,2026-03-31,2026-06-18,有価証券報告書－第102期(2025/04/01－2026/03/31)
E32825,3969,S100YE46,株式会社エイトレッド,2026-03-31,2026-06-18,有価証券報告書－第19期(2025/04/01－2026/03/31)
E00149,1969,S100YDOU,高砂熱学工業株式会社,2026-03-31,2026-06-18,有価証券報告書－第146期(2025/04/01－2026/03/31)
E01002,4208,S100YD42,ＵＢＥ株式会社,2026-03-31,2026-06-18,有価証券報告書－第120期(2025/04/01－2026/03/31)
E02876,3420,S100YDJU,株式会社ケー・エフ・シー,2026-03-31,2026-06-18,有価証券報告書－第62期(2025/04/01－2026/03/31)
E05504,9428,S100YDQV,株式会社クロップス,2026-03-31,2026-06-18,有価証券報告書－第49期(2025/04/01－2026/03/31)
E04288,9308,S100YD46,乾汽船株式会社,2026-03-31,2026-06-18,有価証券報告書－第106期(2025/04/01－2026/03/31)
E01318,5702,S100YCJD,株式会社大紀アルミニウム工業所,2026-03-31,2026-06-18,有価証券報告書－第99期(2025/04/01－2026/03/31)
E36756,7130,S100YE2O,ヤマエグループホールディングス株式会社,2026-03-31,2026-06-18,有価証券報告書－第5期(2025/04/01－2026/03/31)
E03549,8344,S100YE2M,株式会社山形銀行,2026-03-31,2026-06-18,有価証券報告書－第214期(2025/04/01－2026/03/31)
E00285,1762,S100YDDS,株式会社髙松コンストラクショングループ,2026-03-31,2026-06-18,有価証券報告書－第61期(2025/04/01－2026/03/31)
E02505,8015,S100YD8J,豊田通商株式会社,2026-03-31,2026-06-18,有価証券報告書－第105期(2025/04/01－2026/03/31)
E31905,7183,S100YCZS,あんしん保証株式会社,2026-03-31,2026-06-18,有価証券報告書－第24期(2025/04/01－2026/03/31)
E26290,3173,S100YCYQ,株式会社Ｃｏｍｉｎｉｘ,2026-03-31,2026-06-18,有価証券報告書－第77期(2025/04/01－2026/03/31)
E00251,1798,S100YDA3,株式会社守谷商会,2026-03-31,2026-06-18,有価証券報告書－第72期(2025/04/01－2026/03/31)
E38443,7120,S100YE1C,株式会社ＳＨＩＮＫＯ,2026-03-31,2026-06-18,有価証券報告書－第12期(2025/04/01－2026/03/31)
E01464,3437,S100YD8G,特殊電極株式会社,2026-03-31,2026-06-18,有価証券報告書－第79期(2025/04/01－2026/03/31)
E05153,2130,S100YDZP,株式会社メンバーズ,2026-03-31,2026-06-18,有価証券報告書－第31期(2025/04/01－2026/03/31)
E02738,9816,S100YDYC,株式会社　ストライダーズ,2026-03-31,2026-06-18,有価証券報告書－第62期(2025/04/01－2026/03/31)
E36134,7366,S100YDDX,株式会社ＬＩＴＡＬＩＣＯ,2026-03-31,2026-06-18,有価証券報告書－第6期(2025/04/01－2026/03/31)
E03596,8392,S100YDA0,株式会社大分銀行,2026-03-31,2026-06-18,有価証券報告書－第220期(2025/04/01－2026/03/31)
E00389,2226,S100YDGW,株式会社湖池屋,2026-03-31,2026-06-18,有価証券報告書－第50期(2025/04/01－2026/03/31)
E03590,8387,S100YD3N,株式会社四国銀行,2026-03-31,2026-06-18,有価証券報告書－第212期(2025/04/01－2026/03/31)
E01532,6301,S100YD25,株式会社小松製作所,2026-03-31,2026-06-18,有価証券報告書－第157期(2025/04/01－2026/03/31)
E03762,8622,S100YDIT,水戸証券株式会社,2026-03-31,2026-06-18,有価証券報告書－第81期(2025/04/01－2026/03/31)
E30438,4246,S100YCYY,ダイキョーニシカワ株式会社,2026-03-31,2026-06-18,有価証券報告書－第19期(2025/04/01－2026/03/31)
E33603,4249,S100YE00,森六株式会社,2026-03-31,2026-06-18,有価証券報告書－第111期(2025/04/01－2026/03/31)
E30085,3682,S100YD54,エンカレッジ・テクノロジ株式会社,2026-03-31,2026-06-18,有価証券報告書－第24期(2025/04/01－2026/03/31)
E04105,9045,S100YCVR,京阪ホールディングス株式会社,2026-03-31,2026-06-18,有価証券報告書－第104期(2025/04/01－2026/03/31)
E00117,1847,S100YD9X,株式会社イチケン,2026-03-31,2026-06-18,有価証券報告書－第100期(2025/04/01－2026/03/31)
E05048,4733,S100YD49,株式会社オービックビジネスコンサルタント,2026-03-31,2026-06-18,有価証券報告書－第47期(2025/04/01－2026/03/31)
E00728,9478,S100YD1K,ＳＥホールディングス・アンド・インキュベーションズ株式会社,2026-03-31,2026-06-18,有価証券報告書－第41期(2025/04/01－2026/03/31)
E03637,8562,S100YCO6,株式会社　福島銀行,2026-03-31,2026-06-18,有価証券報告書－第160期(2025/04/01－2026/03/31)
E01721,6402,S100YD22,兼松エンジニアリング株式会社,2026-03-31,2026-06-18,有価証券報告書－第55期(2025/04/01－2026/03/31)
E02765,9955,S100YDUS,株式会社ヨンキュウ,2026-03-31,2026-06-18,有価証券報告書－第52期(2025/04/01－2026/03/31)
E02997,3024,S100YD0K,クリエイト株式会社,2026-03-31,2026-06-18,有価証券報告書－第78期(2025/04/01－2026/03/31)
E00542,3110,S100YDBM,日東紡績株式会社,2026-03-31,2026-06-18,有価証券報告書－第165期(2025/04/01－2026/03/31)
E33693,7322,S100YD2K,株式会社三十三フィナンシャルグループ,2026-03-31,2026-06-18,有価証券報告書－第8期(2025/04/01－2026/03/31)
E00775,4062,S100YC4B,イビデン株式会社,2026-03-31,2026-06-18,有価証券報告書－第173期(2025/04/01－2026/03/31)
E04125,9052,S100YD7X,山陽電気鉄道株式会社,2026-03-31,2026-06-18,有価証券報告書－第137期(2025/04/01－2026/03/31)
E04857,9686,S100YCTH,東洋テック株式会社,2026-03-31,2026-06-18,有価証券報告書－第62期(2025/04/01－2026/03/31)
E02841,7486,S100YDT8,サンリン株式会社,2026-03-31,2026-06-18,有価証券報告書－第92期(2025/04/01－2026/03/31)
E05561,3800,S100YDKQ,株式会社ユニリタ,2026-03-31,2026-06-18,有価証券報告書－第44期(2025/04/01－2026/03/31)
E03543,8345,S100YD6A,株式会社岩手銀行,2026-03-31,2026-06-18,有価証券報告書－第144期(2025/04/01－2026/03/31)
E02021,6894,S100YDWK,パルステック工業株式会社,2026-03-31,2026-06-18,有価証券報告書－第57期(2025/04/01－2026/03/31)
E02671,8150,S100YCKF,三信電気株式会社,2026-03-31,2026-06-18,有価証券報告書－第75期(2025/04/01－2026/03/31)
E04473,9424,S100YBU3,日本通信株式会社,2026-03-31,2026-06-18,有価証券報告書－第30期(2025/04/01－2026/03/31)
E02749,9908,S100YDG7,日本電計株式会社,2026-03-31,2026-06-18,有価証券報告書－第81期(2025/04/01－2026/03/31)
E03640,8558,S100YCZF,株式会社東和銀行,2026-03-31,2026-06-18,有価証券報告書－第121期(2025/04/01－2026/03/31)
E05560,2475,S100YDOC,ＷＤＢホールディングス株式会社,2026-03-31,2026-06-18,有価証券報告書－第41期(2025/04/01－2026/03/31)
E00717,9474,S100YD65,株式会社ゼンリン,2026-03-31,2026-06-18,有価証券報告書－第66期(2025/04/01－2026/03/31)
E05677,3842,S100YD0G,株式会社ネクストジェン,2026-03-31,2026-06-18,有価証券報告書－第25期(2025/04/01－2026/03/31)
E02194,5949,S100YCON,ユニプレス株式会社,2026-03-31,2026-06-18,有価証券報告書－第87期(2025/04/01－2026/03/31)
E02753,9914,S100YDBK,株式会社　植松商会,2026-03-20,2026-06-18,有価証券報告書－第72期(2025/03/21－2026/03/20)
E01645,6490,S100YD79,株式会社ＰＩＬＬＡＲ,2026-03-31,2026-06-18,有価証券報告書－第78期(2025/04/01－2026/03/31)
E04237,9107,S100YC6B,川崎汽船株式会社,2026-03-31,2026-06-18,有価証券報告書－第158期(2025/04/01－2026/03/31)
E30982,7175,S100YCMX,今村証券株式会社,2026-03-31,2026-06-18,有価証券報告書－第87期(2025/04/01－2026/03/31)
E30047,3679,S100YERG,株式会社じげん,2026-03-31,2026-06-19,有価証券報告書－第20期(2025/04/01－2026/03/31)
E02248,7208,S100YE6U,株式会社カネミツ,2026-03-31,2026-06-19,有価証券報告書－第43期(2025/04/01－2026/03/31)
E05417,2411,S100YEOU,ゲンダイエージェンシー株式会社,2026-03-31,2026-06-19,有価証券報告書－第31期(2025/04/01－2026/03/31)
E05219,4301,S100YBX4,株式会社アミューズ,2026-03-31,2026-06-19,有価証券報告書－第48期(2025/04/01－2026/03/31)
E01739,6503,S100YD3V,三菱電機株式会社,2026-03-31,2026-06-19,有価証券報告書－第155期(2025/04/01－2026/03/31)
E04946,8566,S100YF3N,リコーリース株式会社,2026-03-31,2026-06-19,有価証券報告書－第50期(2025/04/01－2026/03/31)
E03160,9878,S100YFRE,株式会社　セキド,2026-03-20,2026-06-19,有価証券報告書－第64期(2025/03/21－2026/03/20)
E04837,9715,S100YENI,トランス・コスモス株式会社,2026-03-31,2026-06-19,有価証券報告書－第41期(2025/04/01－2026/03/31)
E35136,4691,S100YF5I,ワシントンホテル株式会社,2026-03-31,2026-06-19,有価証券報告書－第65期(2025/04/01－2026/03/31)
E32447,7189,S100YEOV,株式会社西日本フィナンシャルホールディングス,2026-03-31,2026-06-19,有価証券報告書－第10期(2025/04/01－2026/03/31)
E00385,2220,S100YEEA,亀田製菓株式会社,2026-03-31,2026-06-19,有価証券報告書－第69期(2025/04/01－2026/03/31)
E33625,7198,S100YFMO,ＳＢＩアルヒ株式会社,2026-03-31,2026-06-19,有価証券報告書－第12期(2025/04/01－2026/03/31)
E02231,7266,S100YER6,株式会社今仙電機製作所,2026-03-31,2026-06-19,有価証券報告書－第89期(2025/04/01－2026/03/31)
E01264,5411,S100YCUD,ＪＦＥホールディングス株式会社,2026-03-31,2026-06-19,有価証券報告書－第24期(2025/04/01－2026/03/31)
E00858,7942,S100YEL0,株式会社ジェイエスピー,2026-03-31,2026-06-19,有価証券報告書－第68期(2025/04/01－2026/03/31)
E01218,5381,S100YFK2,マイポックス株式会社,2026-03-31,2026-06-19,有価証券報告書－第96期(2025/04/01－2026/03/31)
E02458,4816,S100YEQC,東映アニメーション株式会社,2026-03-31,2026-06-19,有価証券報告書－第88期(2025/04/01－2026/03/31)
E40213,287A,S100YFL2,黒田グループ株式会社,2026-03-31,2026-06-19,有価証券報告書－第9期(2025/04/01－2026/03/31)
E02069,6737,S100YEV1,ＥＩＺＯ株式会社,2026-03-31,2026-06-19,有価証券報告書－第59期(2025/04/01－2026/03/31)
E05310,2332,S100YAQJ,株式会社クエスト,2026-03-31,2026-06-19,有価証券報告書－第62期(2025/04/01－2026/03/31)
